INFO buildroot.py:603:  Mock Version: 5.5
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/./extracted
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/./extracted
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/./source
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/./source
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/edk2
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/edk2
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/java
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/java
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/openssl
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/openssl
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/pem
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/pem
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/pem/directory-hash
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/extracted/pem/directory-hash
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/source/anchors
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/source/anchors
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/source/blacklist
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/source/blacklist
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/source/blocklist
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/etc/pki/ca-trust/source/blocklist
DEBUG file_util.py:158:  Updating files in /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source with files from /usr/share/pki/ca-trust-source
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source/./anchors
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source/./anchors
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source/./blacklist
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source/./blacklist
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source/./blocklist
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/usr/share/pki/ca-trust-source/./blocklist
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc/dnf
DEBUG package_manager.py:683:  configure DNF vars
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/etc
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/proc
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-t', 'tmpfs', '-o', 'rprivate,mode=0755', 'tmpfs', '/var/lib/mock/f41-build-49652926-5916286/root/proc'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/proc
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-o', 'rbind', '/proc', '/var/lib/mock/f41-build-49652926-5916286/root/proc'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-o', 'remount,nodev,noexec,nosuid,readonly,rprivate,rbind', '--target', '/var/lib/mock/f41-build-49652926-5916286/root/proc'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/sys
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-t', 'tmpfs', '-o', 'rprivate,mode=0755', 'tmpfs', '/var/lib/mock/f41-build-49652926-5916286/root/sys'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/sys
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-o', 'rbind', '/sys', '/var/lib/mock/f41-build-49652926-5916286/root/sys'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-o', 'remount,nodev,noexec,nosuid,readonly,rprivate,rbind', '--target', '/var/lib/mock/f41-build-49652926-5916286/root/sys'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/dev/shm
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-t', 'tmpfs', 'tmpfs', '/var/lib/mock/f41-build-49652926-5916286/root/dev/shm'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/dev/pts
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-t', 'devpts', '-o', 'gid=5,mode=0620,ptmxmode=0666,newinstance', 'devpts', '/var/lib/mock/f41-build-49652926-5916286/root/dev/pts'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-o', 'bind', '/tmp/mock-selinux-plugin.ojbc33v3', '/var/lib/mock/f41-build-49652926-5916286/root/proc/filesystems'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/sys/fs/selinux
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-t', 'tmpfs', 'tmpfs', '/var/lib/mock/f41-build-49652926-5916286/root/sys/fs/selinux'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286-bootstrap/root/var/lib/mock/f41-build-49652926-5916286/root
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286-bootstrap/root/var/lib/mock/f41-build-49652926-5916286/root
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-t', 'tmpfs', '-o', 'private,mode=0755', 'tmpfs', '/var/lib/mock/f41-build-49652926-5916286-bootstrap/root/var/lib/mock/f41-build-49652926-5916286/root'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286-bootstrap/root/var/lib/mock/f41-build-49652926-5916286/root
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-o', 'rbind', '/var/lib/mock/f41-build-49652926-5916286/root', '/var/lib/mock/f41-build-49652926-5916286-bootstrap/root/var/lib/mock/f41-build-49652926-5916286/root'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG util.py:636:  child environment: None
DEBUG util.py:558:  Executing command: ['/bin/mount', '-n', '-o', 'remount,private,rbind', '--target', '/var/lib/mock/f41-build-49652926-5916286-bootstrap/root/var/lib/mock/f41-build-49652926-5916286/root'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:610:  Child return code was: 0
DEBUG file_util.py:18:  ensuring that dir exists: /var/lib/mock/f41-build-49652926-5916286/root/installation-homedir
DEBUG file_util.py:21:  created dir: /var/lib/mock/f41-build-49652926-5916286/root/installation-homedir
DEBUG package_manager.py:289:  ['/usr/bin/dnf5', '--installroot', '/var/lib/mock/f41-build-49652926-5916286/root/', 'group', 'install', 'build', '--setopt=deltarpm=False', '--setopt=allow_vendor_change=yes']
DEBUG util.py:636:  child environment: None
DEBUG util.py:553:  Using nspawn with args ['--capability=cap_ipc_lock', '--bind=/tmp/mock-resolv.w_8z4f18:/etc/resolv.conf']
DEBUG util.py:558:  Executing command: ['/usr/bin/systemd-nspawn', '-q', '-M', '2c1fdea0cc544512a8322305f09ae283', '-D', '/var/lib/mock/f41-build-49652926-5916286-bootstrap/root', '-a', '--capability=cap_ipc_lock', '--bind=/tmp/mock-resolv.w_8z4f18:/etc/resolv.conf', '--console=pipe', '--setenv=TERM=vt100', '--setenv=SHELL=/bin/bash', '--setenv=HOME=/var/lib/mock/f41-build-49652926-5916286/root/installation-homedir', '--setenv=HOSTNAME=mock', '--setenv=PATH=/usr/bin:/bin:/usr/sbin:/sbin', '--setenv=PROMPT_COMMAND=printf "\\033]0;<mock-chroot>\\007"', '--setenv=PS1=<mock-chroot> \\s-\\v\\$ ', '--setenv=LANG=C.UTF-8', '--setenv=LC_MESSAGES=C.UTF-8', '--resolv-conf=off', '/usr/bin/dnf5', '--installroot', '/var/lib/mock/f41-build-49652926-5916286/root/', 'group', 'install', 'build', '--setopt=deltarpm=False', '--setopt=allow_vendor_change=yes', '--setopt=tsflags=nocontexts'] with env {'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOME': '/var/lib/mock/f41-build-49652926-5916286/root/installation-homedir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'PROMPT_COMMAND': 'printf "\\033]0;<mock-chroot>\\007"', 'PS1': '<mock-chroot> \\s-\\v\\$ ', 'LANG': 'C.UTF-8', 'LC_MESSAGES': 'C.UTF-8', 'SYSTEMD_NSPAWN_TMPFS_TMP': '0', 'SYSTEMD_SECCOMP': '0'} and shell False
DEBUG util.py:463:  Updating and loading repositories:
DEBUG util.py:463:   build                                  100% |  58.0 MiB/s |  15.3 MiB |  00m00s
DEBUG util.py:463:  Repositories loaded.
DEBUG util.py:463:  Package                           Arch   Version                    Repository      Size
DEBUG util.py:463:  Installing group/module packages:                                                       
DEBUG util.py:463:   bash                             i686   5.2.26-3.fc40              build        8.3 MiB
DEBUG util.py:463:   bzip2                            i686   1.0.8-18.fc40              build       89.9 KiB
DEBUG util.py:463:   coreutils                        i686   9.4-6.fc40                 build        5.6 MiB
DEBUG util.py:463:   cpio                             i686   2.15-1.fc40                build        1.1 MiB
DEBUG util.py:463:   diffutils                        i686   3.10-5.fc40                build        1.6 MiB
DEBUG util.py:463:   fedora-release                   noarch 41-0.6                     build        0.0   B
DEBUG util.py:463:   findutils                        i686   1:4.9.0-8.fc40             build        1.5 MiB
DEBUG util.py:463:   gawk                             i686   5.3.0-3.fc40               build        1.7 MiB
DEBUG util.py:463:   glibc-minimal-langpack           i686   2.39.9000-5.fc41           build        0.0   B
DEBUG util.py:463:   grep                             i686   3.11-7.fc40                build        1.0 MiB
DEBUG util.py:463:   gzip                             i686   1.13-1.fc40                build      384.1 KiB
DEBUG util.py:463:   info                             i686   7.1-2.fc40                 build      360.4 KiB
DEBUG util.py:463:   patch                            i686   2.7.6-24.fc40              build      297.9 KiB
DEBUG util.py:463:   redhat-rpm-config                noarch 286-1.fc41                 build      185.2 KiB
DEBUG util.py:463:   rpm-build                        i686   4.19.1.1-1.fc40            build      154.8 KiB
DEBUG util.py:463:   sed                              i686   4.9-1.fc40                 build      860.6 KiB
DEBUG util.py:463:   shadow-utils                     i686   2:4.15.1-1.fc41            build        4.0 MiB
DEBUG util.py:463:   tar                              i686   2:1.35-3.fc40              build        3.0 MiB
DEBUG util.py:463:   unzip                            i686   6.0-63.fc40                build      392.2 KiB
DEBUG util.py:463:   util-linux                       i686   2.40-0.11.rc1.fc41         build        3.4 MiB
DEBUG util.py:463:   which                            i686   2.21-41.fc40               build       78.8 KiB
DEBUG util.py:463:   xz                               i686   5.6.1-1.fc41               build        2.1 MiB
DEBUG util.py:463:  Installing dependencies:                                                                
DEBUG util.py:463:   alternatives                     i686   1.26-3.fc40                build       57.4 KiB
DEBUG util.py:463:   ansible-srpm-macros              noarch 1-14.fc40                  build       35.7 KiB
DEBUG util.py:463:   audit-libs                       i686   4.0.1-1.fc41               build      337.9 KiB
DEBUG util.py:463:   authselect                       i686   1.5.0-5.fc41               build      160.7 KiB
DEBUG util.py:463:   authselect-libs                  i686   1.5.0-5.fc41               build      821.4 KiB
DEBUG util.py:463:   basesystem                       noarch 11-20.fc40                 build        0.0   B
DEBUG util.py:463:   binutils                         i686   2.42.50-5.fc41             build       25.3 MiB
DEBUG util.py:463:   binutils-gold                    i686   2.42.50-5.fc41             build        2.1 MiB
DEBUG util.py:463:   bzip2-libs                       i686   1.0.8-18.fc40              build       75.9 KiB
DEBUG util.py:463:   ca-certificates                  noarch 2023.2.62_v7.0.401-6.fc40  build        2.3 MiB
DEBUG util.py:463:   coreutils-common                 i686   9.4-6.fc40                 build       11.4 MiB
DEBUG util.py:463:   cracklib                         i686   2.9.11-5.fc40              build      235.7 KiB
DEBUG util.py:463:   crypto-policies                  noarch 20240304-1.git0375239.fc41 build      149.2 KiB
DEBUG util.py:463:   curl                             i686   8.6.0-7.fc41               build      733.8 KiB
DEBUG util.py:463:   cyrus-sasl-lib                   i686   2.1.28-19.fc40             build        2.5 MiB
DEBUG util.py:463:   debugedit                        i686   5.0-14.fc40                build      188.7 KiB
DEBUG util.py:463:   dwz                              i686   0.15-6.fc40                build      324.9 KiB
DEBUG util.py:463:   ed                               i686   1.20.1-1.fc41              build      141.3 KiB
DEBUG util.py:463:   efi-srpm-macros                  noarch 5-11.fc40                  build       40.1 KiB
DEBUG util.py:463:   elfutils                         i686   0.191-2.fc41               build        2.5 MiB
DEBUG util.py:463:   elfutils-debuginfod-client       i686   0.191-2.fc41               build       55.3 KiB
DEBUG util.py:463:   elfutils-default-yama-scope      noarch 0.191-2.fc41               build        1.8 KiB
DEBUG util.py:463:   elfutils-libelf                  i686   0.191-2.fc41               build        1.2 MiB
DEBUG util.py:463:   elfutils-libs                    i686   0.191-2.fc41               build      696.6 KiB
DEBUG util.py:463:   fedora-gpg-keys                  noarch 41-0.1                     build      125.0 KiB
DEBUG util.py:463:   fedora-release-common            noarch 41-0.6                     build       19.2 KiB
DEBUG util.py:463:   fedora-release-identity-basic    noarch 41-0.6                     build      694.0   B
DEBUG util.py:463:   fedora-repos                     noarch 41-0.1                     build        4.9 KiB
DEBUG util.py:463:   fedora-repos-rawhide             noarch 41-0.1                     build        2.2 KiB
DEBUG util.py:463:   file                             i686   5.45-5.fc41                build       94.5 KiB
DEBUG util.py:463:   file-libs                        i686   5.45-5.fc41                build        9.9 MiB
DEBUG util.py:463:   filesystem                       i686   3.18-8.fc40                build       88.0   B
DEBUG util.py:463:   fonts-srpm-macros                noarch 1:2.0.5-14.fc40            build       55.3 KiB
DEBUG util.py:463:   forge-srpm-macros                noarch 0.3.0-1.fc41               build       38.9 KiB
DEBUG util.py:463:   fpc-srpm-macros                  noarch 1.3-12.fc40                build      144.0   B
DEBUG util.py:463:   gdb-minimal                      i686   14.2-1.fc41                build       13.3 MiB
DEBUG util.py:463:   gdbm                             i686   1:1.23-6.fc40              build      449.8 KiB
DEBUG util.py:463:   gdbm-libs                        i686   1:1.23-6.fc40              build      124.4 KiB
DEBUG util.py:463:   ghc-srpm-macros                  noarch 1.9-1.fc41                 build      743.0   B
DEBUG util.py:463:   glibc                            i686   2.39.9000-5.fc41           build        5.5 MiB
DEBUG util.py:463:   glibc-common                     i686   2.39.9000-5.fc41           build        1.0 MiB
DEBUG util.py:463:   glibc-gconv-extra                i686   2.39.9000-5.fc41           build        7.3 MiB
DEBUG util.py:463:   gmp                              i686   1:6.3.0-1.fc41             build      734.5 KiB
DEBUG util.py:463:   gnat-srpm-macros                 noarch 6-5.fc40                   build        1.0 KiB
DEBUG util.py:463:   go-srpm-macros                   noarch 3.5.0-1.fc41               build       60.6 KiB
DEBUG util.py:463:   jansson                          i686   2.13.1-9.fc40              build       87.6 KiB
DEBUG util.py:463:   kernel-srpm-macros               noarch 1.0-23.fc41                build        1.9 KiB
DEBUG util.py:463:   keyutils-libs                    i686   1.6.3-3.fc40               build       57.6 KiB
DEBUG util.py:463:   krb5-libs                        i686   1.21.2-5.fc40              build        2.3 MiB
DEBUG util.py:463:   libacl                           i686   2.3.2-1.fc40               build       39.3 KiB
DEBUG util.py:463:   libarchive                       i686   3.7.2-3.fc40               build      982.4 KiB
DEBUG util.py:463:   libattr                          i686   2.5.2-3.fc40               build       23.7 KiB
DEBUG util.py:463:   libblkid                         i686   2.40-0.11.rc1.fc41         build      285.5 KiB
DEBUG util.py:463:   libbrotli                        i686   1.1.0-3.fc40               build      855.4 KiB
DEBUG util.py:463:   libcap                           i686   2.69-3.fc40                build      201.9 KiB
DEBUG util.py:463:   libcap-ng                        i686   0.8.4-4.fc40               build       67.6 KiB
DEBUG util.py:463:   libcom_err                       i686   1.47.0-5.fc40              build       58.4 KiB
DEBUG util.py:463:   libcurl                          i686   8.6.0-7.fc41               build      800.9 KiB
DEBUG util.py:463:   libeconf                         i686   0.6.2-1.fc41               build       57.2 KiB
DEBUG util.py:463:   libevent                         i686   2.1.12-12.fc40             build      948.1 KiB
DEBUG util.py:463:   libfdisk                         i686   2.40-0.11.rc1.fc41         build      410.4 KiB
DEBUG util.py:463:   libffi                           i686   3.4.4-8.fc41               build       76.8 KiB
DEBUG util.py:463:   libgcc                           i686   14.0.1-0.8.fc41            build      301.7 KiB
DEBUG util.py:463:   libgomp                          i686   14.0.1-0.8.fc41            build      521.5 KiB
DEBUG util.py:463:   libidn2                          i686   2.3.7-1.fc40               build      324.3 KiB
DEBUG util.py:463:   libmount                         i686   2.40-0.11.rc1.fc41         build      387.0 KiB
DEBUG util.py:463:   libnghttp2                       i686   1.60.0-2.fc41              build      173.5 KiB
DEBUG util.py:463:   libnsl2                          i686   2.0.1-1.fc40               build       57.1 KiB
DEBUG util.py:463:   libpkgconf                       i686   2.1.0-1.fc40               build       80.7 KiB
DEBUG util.py:463:   libpsl                           i686   0.21.5-3.fc40              build       71.8 KiB
DEBUG util.py:463:   libpwquality                     i686   1.4.5-9.fc40               build      410.6 KiB
DEBUG util.py:463:   libselinux                       i686   3.6-4.fc40                 build      192.3 KiB
DEBUG util.py:463:   libsemanage                      i686   3.6-3.fc40                 build      304.0 KiB
DEBUG util.py:463:   libsepol                         i686   3.6-3.fc40                 build      865.5 KiB
DEBUG util.py:463:   libsmartcols                     i686   2.40-0.11.rc1.fc41         build      179.7 KiB
DEBUG util.py:463:   libssh                           i686   0.10.6-6.fc41              build      547.3 KiB
DEBUG util.py:463:   libssh-config                    noarch 0.10.6-6.fc41              build      277.0   B
DEBUG util.py:463:   libstdc++                        i686   14.0.1-0.8.fc41            build        2.8 MiB
DEBUG util.py:463:   libtasn1                         i686   4.19.0-6.fc40              build      178.9 KiB
DEBUG util.py:463:   libtirpc                         i686   1.3.4-1.rc2.fc40.2         build      209.9 KiB
DEBUG util.py:463:   libtool-ltdl                     i686   2.4.7-10.fc40              build       69.4 KiB
DEBUG util.py:463:   libunistring                     i686   1.1-7.fc41                 build        1.7 MiB
DEBUG util.py:463:   libutempter                      i686   1.2.1-13.fc40              build       56.1 KiB
DEBUG util.py:463:   libuuid                          i686   2.40-0.11.rc1.fc41         build       32.6 KiB
DEBUG util.py:463:   libverto                         i686   0.3.2-8.fc40               build       28.7 KiB
DEBUG util.py:463:   libxcrypt                        i686   4.4.36-5.fc40              build      274.2 KiB
DEBUG util.py:463:   libxml2                          i686   2.12.5-1.fc40              build        1.8 MiB
DEBUG util.py:463:   libzstd                          i686   1.5.5-5.fc40               build      711.2 KiB
DEBUG util.py:463:   lua-libs                         i686   5.4.6-5.fc40               build      308.6 KiB
DEBUG util.py:463:   lua-srpm-macros                  noarch 1-13.fc40                  build        1.3 KiB
DEBUG util.py:463:   lz4-libs                         i686   1.9.4-6.fc40               build      132.7 KiB
DEBUG util.py:463:   mpfr                             i686   4.2.1-3.fc40               build      982.5 KiB
DEBUG util.py:463:   ncurses-base                     noarch 6.4-12.20240127.fc40       build      326.2 KiB
DEBUG util.py:463:   ncurses-libs                     i686   6.4-12.20240127.fc40       build      963.1 KiB
DEBUG util.py:463:   ocaml-srpm-macros                noarch 9-3.fc40                   build        1.9 KiB
DEBUG util.py:463:   openblas-srpm-macros             noarch 2-17.fc41                  build      112.0   B
DEBUG util.py:463:   openldap                         i686   2.6.7-1.fc40               build      660.5 KiB
DEBUG util.py:463:   openssl-libs                     i686   1:3.2.1-3.fc41             build        6.2 MiB
DEBUG util.py:463:   p11-kit                          i686   0.25.3-4.fc40              build        2.3 MiB
DEBUG util.py:463:   p11-kit-trust                    i686   0.25.3-4.fc40              build      357.7 KiB
DEBUG util.py:463:   package-notes-srpm-macros        noarch 0.5-11.fc40                build        1.6 KiB
DEBUG util.py:463:   pam                              i686   1.6.0-2.fc41               build        1.7 MiB
DEBUG util.py:463:   pam-libs                         i686   1.6.0-2.fc41               build      120.8 KiB
DEBUG util.py:463:   pcre2                            i686   10.42-2.fc40.2             build      648.1 KiB
DEBUG util.py:463:   pcre2-syntax                     noarch 10.42-2.fc40.2             build      235.1 KiB
DEBUG util.py:463:   perl-srpm-macros                 noarch 1-53.fc40                  build      861.0   B
DEBUG util.py:463:   pkgconf                          i686   2.1.0-1.fc40               build       80.9 KiB
DEBUG util.py:463:   pkgconf-m4                       noarch 2.1.0-1.fc40               build       13.9 KiB
DEBUG util.py:463:   pkgconf-pkg-config               i686   2.1.0-1.fc40               build      979.0   B
DEBUG util.py:463:   popt                             i686   1.19-6.fc40                build      135.9 KiB
DEBUG util.py:463:   publicsuffix-list-dafsa          noarch 20240107-3.fc40            build       67.5 KiB
DEBUG util.py:463:   pyproject-srpm-macros            noarch 1.12.0-1.fc40              build        1.5 KiB
DEBUG util.py:463:   python-srpm-macros               noarch 3.12-7.fc40                build       50.1 KiB
DEBUG util.py:463:   qt5-srpm-macros                  noarch 5.15.12-3.fc40             build      492.0   B
DEBUG util.py:463:   qt6-srpm-macros                  noarch 6.6.2-1.fc41               build      456.0   B
DEBUG util.py:463:   readline                         i686   8.2-8.fc40                 build      457.5 KiB
DEBUG util.py:463:   rpm                              i686   4.19.1.1-1.fc40            build        2.9 MiB
DEBUG util.py:463:   rpm-build-libs                   i686   4.19.1.1-1.fc40            build      201.2 KiB
DEBUG util.py:463:   rpm-libs                         i686   4.19.1.1-1.fc40            build      756.8 KiB
DEBUG util.py:463:   rpm-sequoia                      i686   1.6.0-2.fc40               build        2.6 MiB
DEBUG util.py:463:   rust-srpm-macros                 noarch 26.2-1.fc41                build        4.8 KiB
DEBUG util.py:463:   setup                            noarch 2.14.5-2.fc40              build      720.4 KiB
DEBUG util.py:463:   sqlite-libs                      i686   3.45.2-1.fc41              build        1.5 MiB
DEBUG util.py:463:   systemd-libs                     i686   255.4-1.fc41               build        1.9 MiB
DEBUG util.py:463:   util-linux-core                  i686   2.40-0.11.rc1.fc41         build        1.4 MiB
DEBUG util.py:463:   xxhash-libs                      i686   0.8.2-2.fc40               build      115.8 KiB
DEBUG util.py:463:   xz-libs                          i686   5.6.1-1.fc41               build      230.5 KiB
DEBUG util.py:463:   zig-srpm-macros                  noarch 1-2.fc40                   build        1.1 KiB
DEBUG util.py:463:   zip                              i686   3.0-40.fc40                build      707.0 KiB
DEBUG util.py:463:   zlib-ng-compat                   i686   2.1.6-2.fc40               build      145.4 KiB
DEBUG util.py:463:   zstd                             i686   1.5.5-5.fc40               build        1.5 MiB
DEBUG util.py:463:  Installing groups:                                                                      
DEBUG util.py:463:   build                                                                                  
DEBUG util.py:463:  Transaction Summary:
DEBUG util.py:463:   Installing:      153 packages
DEBUG util.py:463:  Total size of inbound packages is 53 MiB. Need to download 53 MiB.
